,Year,Location Description,Topic Description,Response,Data Value,Low Confidence Limit,High Confidence Limit,Sample Size,Gender,Legislation Percentage
735,2017,Utah,E-Cigarette Use (Adults),Some Days,53.2,47.1,59.3,376,Overall,80.2
736,2017,Utah,E-Cigarette Use (Adults),Some Days,49.3,41.7,56.9,233,Male,80.2
737,2017,Utah,E-Cigarette Use (Adults),Some Days,59.6,49.5,69.7,143,Female,80.2
738,2016,Utah,E-Cigarette Use (Adults),Every Day,45.2,38.7,51.7,352,Overall,80.2
739,2016,Utah,E-Cigarette Use (Adults),Every Day,46.8,38.4,55.2,198,Male,80.2
740,2016,Utah,E-Cigarette Use (Adults),Every Day,43.0,32.9,53.1,154,Female,80.2
741,2016,Utah,E-Cigarette Use (Adults),Some Days,54.8,48.3,61.3,352,Overall,80.2
742,2016,Utah,E-Cigarette Use (Adults),Some Days,53.2,44.8,61.6,198,Male,80.2
743,2016,Utah,E-Cigarette Use (Adults),Some Days,57.0,46.9,67.1,154,Female,80.2
744,2017,Vermont,E-Cigarette Use (Adults),Every Day,42.7,29.0,56.4,117,Overall,83.0
745,2017,Vermont,E-Cigarette Use (Adults),Every Day,28.6,14.3,42.9,56,Male,83.0
746,2017,Vermont,E-Cigarette Use (Adults),Every Day,56.5,38.0,75.0,61,Female,83.0
747,2017,Vermont,E-Cigarette Use (Adults),Some Days,57.3,43.6,71.0,117,Overall,83.0
748,2017,Vermont,E-Cigarette Use (Adults),Some Days,71.4,57.1,85.7,56,Male,83.0
749,2017,Vermont,E-Cigarette Use (Adults),Some Days,43.5,25.0,62.0,61,Female,83.0
750,2016,Vermont,E-Cigarette Use (Adults),Every Day,29.7,19.3,40.1,147,Overall,83.0
751,2016,Vermont,E-Cigarette Use (Adults),Every Day,21.2,11.2,31.2,79,Male,83.0
752,2016,Vermont,E-Cigarette Use (Adults),Every Day,45.4,26.9,63.9,68,Female,83.0
753,2016,Vermont,E-Cigarette Use (Adults),Some Days,70.3,59.9,80.7,147,Overall,83.0
754,2016,Vermont,E-Cigarette Use (Adults),Some Days,78.8,68.8,88.8,79,Male,83.0
755,2016,Vermont,E-Cigarette Use (Adults),Some Days,54.6,36.1,73.1,68,Female,83.0
756,2018,Virginia,E-Cigarette Use (Adults),Every Day,40.1,33.0,47.2,336,Overall,79.2
757,2018,Virginia,E-Cigarette Use (Adults),Every Day,41.2,31.8,50.6,184,Male,79.2
758,2018,Virginia,E-Cigarette Use (Adults),Every Day,38.1,27.7,48.5,152,Female,79.2
759,2018,Virginia,E-Cigarette Use (Adults),Some Days,59.9,52.8,67.0,336,Overall,79.2
760,2018,Virginia,E-Cigarette Use (Adults),Some Days,58.8,49.4,68.2,184,Male,79.2
761,2018,Virginia,E-Cigarette Use (Adults),Some Days,61.9,51.5,72.3,152,Female,79.2
762,2017,Virginia,E-Cigarette Use (Adults),Every Day,32.1,25.4,38.8,318,Overall,79.2
763,2017,Virginia,E-Cigarette Use (Adults),Every Day,39.1,29.4,48.8,156,Male,79.2
764,2017,Virginia,E-Cigarette Use (Adults),Every Day,22.3,14.5,30.1,162,Female,79.2
765,2017,Virginia,E-Cigarette Use (Adults),Some Days,67.9,61.2,74.6,318,Overall,79.2
766,2017,Virginia,E-Cigarette Use (Adults),Some Days,60.9,51.2,70.6,156,Male,79.2
767,2017,Virginia,E-Cigarette Use (Adults),Some Days,77.7,69.9,85.5,162,Female,79.2
768,2016,Virginia,E-Cigarette Use (Adults),Every Day,30.5,24.5,36.5,314,Overall,79.2
769,2016,Virginia,E-Cigarette Use (Adults),Every Day,34.4,26.3,42.5,172,Male,79.2
770,2016,Virginia,E-Cigarette Use (Adults),Every Day,24.3,15.8,32.8,142,Female,79.2
771,2016,Virginia,E-Cigarette Use (Adults),Some Days,69.5,63.5,75.5,314,Overall,79.2
772,2016,Virginia,E-Cigarette Use (Adults),Some Days,65.6,57.5,73.7,172,Male,79.2
773,2016,Virginia,E-Cigarette Use (Adults),Some Days,75.7,67.2,84.2,142,Female,79.2
774,2017,Washington,E-Cigarette Use (Adults),Every Day,43.1,37.0,49.2,390,Overall,86.4
775,2017,Washington,E-Cigarette Use (Adults),Every Day,48.0,39.8,56.2,207,Male,86.4
776,2017,Washington,E-Cigarette Use (Adults),Every Day,36.8,28.1,45.5,183,Female,86.4
777,2017,Washington,E-Cigarette Use (Adults),Some Days,56.9,50.8,63.0,390,Overall,86.4
778,2017,Washington,E-Cigarette Use (Adults),Some Days,52.0,43.8,60.2,207,Male,86.4
779,2017,Washington,E-Cigarette Use (Adults),Some Days,63.2,54.5,71.9,183,Female,86.4
780,2016,Washington,E-Cigarette Use (Adults),Every Day,35.2,30.0,40.4,507,Overall,86.4
781,2016,Washington,E-Cigarette Use (Adults),Every Day,38.0,31.3,44.7,293,Male,86.4
782,2016,Washington,E-Cigarette Use (Adults),Every Day,30.4,22.7,38.1,214,Female,86.4
783,2016,Washington,E-Cigarette Use (Adults),Some Days,64.8,59.6,70.0,507,Overall,86.4
784,2016,Washington,E-Cigarette Use (Adults),Some Days,62.0,55.3,68.7,293,Male,86.4
785,2016,Washington,E-Cigarette Use (Adults),Some Days,69.6,61.9,77.3,214,Female,86.4
786,2017,West Virginia,E-Cigarette Use (Adults),Every Day,32.5,25.0,40.0,221,Overall,77.4
787,2017,West Virginia,E-Cigarette Use (Adults),Every Day,32.9,22.2,43.6,101,Male,77.4
788,2017,West Virginia,E-Cigarette Use (Adults),Every Day,32.1,21.9,42.3,120,Female,77.4
789,2017,West Virginia,E-Cigarette Use (Adults),Some Days,67.5,60.0,75.0,221,Overall,77.4
790,2017,West Virginia,E-Cigarette Use (Adults),Some Days,67.1,56.4,77.8,101,Male,77.4
791,2017,West Virginia,E-Cigarette Use (Adults),Some Days,67.9,57.7,78.1,120,Female,77.4
792,2016,West Virginia,E-Cigarette Use (Adults),Every Day,37.5,30.3,44.7,262,Overall,77.4
793,2016,West Virginia,E-Cigarette Use (Adults),Every Day,42.1,31.6,52.6,120,Male,77.4
794,2016,West Virginia,E-Cigarette Use (Adults),Every Day,32.7,23.3,42.1,142,Female,77.4
795,2016,West Virginia,E-Cigarette Use (Adults),Some Days,62.5,55.3,69.7,262,Overall,77.4
796,2016,West Virginia,E-Cigarette Use (Adults),Some Days,57.9,47.4,68.4,120,Male,77.4
797,2016,West Virginia,E-Cigarette Use (Adults),Some Days,67.3,57.9,76.7,142,Female,77.4
798,2018,Wisconsin,E-Cigarette Use (Adults),Every Day,41.9,31.8,52.0,150,Overall,85.5
799,2018,Wisconsin,E-Cigarette Use (Adults),Every Day,50.0,37.4,62.6,94,Male,85.5
800,2018,Wisconsin,E-Cigarette Use (Adults),Every Day,29.2,14.1,44.3,56,Female,85.5
801,2018,Wisconsin,E-Cigarette Use (Adults),Some Days,58.1,48.0,68.2,150,Overall,85.5
802,2018,Wisconsin,E-Cigarette Use (Adults),Some Days,50.0,37.4,62.6,94,Male,85.5
803,2018,Wisconsin,E-Cigarette Use (Adults),Some Days,70.8,55.7,85.9,56,Female,85.5
804,2017,Wisconsin,E-Cigarette Use (Adults),Every Day,37.4,27.3,47.5,162,Overall,85.5
805,2017,Wisconsin,E-Cigarette Use (Adults),Every Day,37.5,24.1,50.9,92,Male,85.5
806,2017,Wisconsin,E-Cigarette Use (Adults),Every Day,37.3,22.0,52.6,70,Female,85.5
807,2017,Wisconsin,E-Cigarette Use (Adults),Some Days,62.6,52.5,72.7,162,Overall,85.5
808,2017,Wisconsin,E-Cigarette Use (Adults),Some Days,62.5,49.1,75.9,92,Male,85.5
809,2017,Wisconsin,E-Cigarette Use (Adults),Some Days,62.7,47.4,78.0,70,Female,85.5
810,2016,Wisconsin,E-Cigarette Use (Adults),Every Day,29.6,20.9,38.3,174,Overall,85.5
811,2016,Wisconsin,E-Cigarette Use (Adults),Every Day,36.7,24.4,49.0,97,Male,85.5
812,2016,Wisconsin,E-Cigarette Use (Adults),Every Day,17.9,7.2,28.6,77,Female,85.5
813,2016,Wisconsin,E-Cigarette Use (Adults),Some Days,70.4,61.7,79.1,174,Overall,85.5
814,2016,Wisconsin,E-Cigarette Use (Adults),Some Days,63.3,51.0,75.6,97,Male,85.5
815,2016,Wisconsin,E-Cigarette Use (Adults),Some Days,82.1,71.4,92.8,77,Female,85.5
816,2018,Wyoming,E-Cigarette Use (Adults),Every Day,33.2,24.5,41.9,157,Overall,79.5
817,2018,Wyoming,E-Cigarette Use (Adults),Every Day,28.1,17.7,38.5,85,Male,79.5
818,2018,Wyoming,E-Cigarette Use (Adults),Every Day,41.1,26.3,55.9,72,Female,79.5
819,2018,Wyoming,E-Cigarette Use (Adults),Some Days,66.8,58.1,75.5,157,Overall,79.5
820,2018,Wyoming,E-Cigarette Use (Adults),Some Days,71.9,61.5,82.3,85,Male,79.5
821,2018,Wyoming,E-Cigarette Use (Adults),Some Days,58.9,44.1,73.7,72,Female,79.5
822,2017,Wyoming,E-Cigarette Use (Adults),Every Day,47.7,38.5,56.9,158,Overall,79.5
823,2017,Wyoming,E-Cigarette Use (Adults),Every Day,57.5,45.5,69.5,84,Male,79.5
824,2017,Wyoming,E-Cigarette Use (Adults),Every Day,32.7,20.3,45.1,74,Female,79.5
825,2017,Wyoming,E-Cigarette Use (Adults),Some Days,52.3,43.1,61.5,158,Overall,79.5
826,2017,Wyoming,E-Cigarette Use (Adults),Some Days,42.5,30.5,54.5,84,Male,79.5
827,2017,Wyoming,E-Cigarette Use (Adults),Some Days,67.3,54.9,79.7,74,Female,79.5
828,2016,Wyoming,E-Cigarette Use (Adults),Every Day,36.2,25.1,47.3,141,Overall,79.5
829,2016,Wyoming,E-Cigarette Use (Adults),Every Day,41.9,26.4,57.4,65,Male,79.5
830,2016,Wyoming,E-Cigarette Use (Adults),Every Day,29.0,14.6,43.4,76,Female,79.5
831,2016,Wyoming,E-Cigarette Use (Adults),Some Days,63.8,52.7,74.9,141,Overall,79.5
832,2016,Wyoming,E-Cigarette Use (Adults),Some Days,58.1,42.6,73.6,65,Male,79.5
833,2016,Wyoming,E-Cigarette Use (Adults),Some Days,71.0,56.6,85.4,76,Female,79.5
